Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
78	Fake it till you make it	ESL, Pro Am	4th	3rd	2nd	3rd	4th	4	717	0	1
79	The real Mc&#x27;s of MCC	ESL, Pro Am	3rd	2nd	4th	3rd	4th	4	716	0	1
80	Multitran	Pro Am	4th	4th	2nd	2nd	4th	4	710	0	2
81	MCC A	ESL, Pro Am	3rd	3rd	4th	2nd	4th	4	710	0	1
82	Leuven Debating Society	Pro Am	4th	4th	1st	4th	3rd	4	695	1	0
83	Sacher	ESL, Pro Am	3rd	4th	3rd	4th	3rd	3	731	0	0
84	EJG Barika	Pro Am	4th	3rd	4th	4th	2nd	3	703	0	1
85	Funkalinka drinking Unicum	Pro Am	4th	3rd	3rd	3rd	4th	3	691	0	0
86	Papa Smurf is a leader of utopian c	ESL, Pro Am	4th	2nd	3rd	4th	4th	3	642	0	1
87	Still an Open secret	ESL	4th	4th	3rd	4th	3rd	2	630	0	0
88	MCCXXII	Pro Am	4th	4th	4th	3rd	4th	1	693	0	0
