team	result	side	adjudicators
Chicago MP	1st	Closing Opposition	Anqi LiⒸ
Ateneo 1	1st	Opening Government	Marina KojićⒸ , Diego Duarte , Owen Goodacre
Dartmouth am i visible	3rd	Opening Opposition	Marina KojićⒸ , Diego Duarte , Owen Goodacre
Mice In Our Walls	2nd	Closing Government	Marina KojićⒸ , Diego Duarte , Owen Goodacre
Harvard no confidence in this case	4th	Closing Opposition	Marina KojićⒸ , Diego Duarte , Owen Goodacre
Sydney Freeland and Bakker	1st	Opening Government	Jessica MusulinⒸ , Daniel Walsh
Oxford KE	2nd	Opening Opposition	Jessica MusulinⒸ , Daniel Walsh
Sofia B(	3rd	Closing Government	Jessica MusulinⒸ , Daniel Walsh
Chicago HP	4th	Closing Opposition	Jessica MusulinⒸ , Daniel Walsh
Started from mail-order brides now	2nd	Opening Government	Mukhtar TashkenbayevⒸ , Auguste McNally , Njuguna Macharia
UPD Garcia &amp; Legaspi	1st	Opening Opposition	Mukhtar TashkenbayevⒸ , Auguste McNally , Njuguna Macharia
Sydney Druce &amp; Kuo	3rd	Closing Government	Mukhtar TashkenbayevⒸ , Auguste McNally , Njuguna Macharia
BJ A	4th	Closing Opposition	Mukhtar TashkenbayevⒸ , Auguste McNally , Njuguna Macharia
UNWE A(ustria let us in Schengen pls)	2nd	Opening Government	William SmithⒸ , Katharina Jansen , Pratham Dikshit
Sofia A	1st	Opening Opposition	William SmithⒸ , Katharina Jansen , Pratham Dikshit
NUS LL	3rd	Closing Government	William SmithⒸ , Katharina Jansen , Pratham Dikshit
HUJI It&#x27;s not new information it&#x27;s rest	4th	Closing Opposition	William SmithⒸ , Katharina Jansen , Pratham Dikshit
Melbourne Bye, Melbourne Mini!	1st	Opening Government	Wajeeh “look what the Kat dragged in” MaazⒸ , Joanna Rzempoluch
De La Salle AA	2nd	Opening Opposition	Wajeeh “look what the Kat dragged in” MaazⒸ , Joanna Rzempoluch
AUEB Voyager 1 &amp; 2	3rd	Closing Government	Wajeeh “look what the Kat dragged in” MaazⒸ , Joanna Rzempoluch
Imperial B(ackstreet&#x27;s back ALRIGHT)	4th	Closing Opposition	Wajeeh “look what the Kat dragged in” MaazⒸ , Joanna Rzempoluch
Sydney B	1st	Opening Government	Anna ShrederⒸ , Nathaniel Yoon
Chicago JR	3rd	Opening Opposition	Anna ShrederⒸ , Nathaniel Yoon
DK Wien Vienna B	4th	Closing Government	Anna ShrederⒸ , Nathaniel Yoon
Melbourne B	2nd	Closing Opposition	Anna ShrederⒸ , Nathaniel Yoon
Yeonwoo and Salleh	2nd	Opening Government	Youngwoo ParkⒸ , Mezen Lababidi
Chicago RJ	3rd	Opening Opposition	Youngwoo ParkⒸ , Mezen Lababidi
Cambridge we dont know	1st	Closing Government	Youngwoo ParkⒸ , Mezen Lababidi
Berlin A	4th	Closing Opposition	Youngwoo ParkⒸ , Mezen Lababidi
Monash Mutually Assured Destruction B	1st	Opening Government	Lara DragojevicⒸ , Vija Turulytė
De La Salle Kuo Tiffany	4th	Opening Opposition	Lara DragojevicⒸ , Vija Turulytė
LSE Finally prepping worlds with the r	2nd	Closing Government	Lara DragojevicⒸ , Vija Turulytė
KNUST Attakpah and Ametu	3rd	Closing Opposition	Lara DragojevicⒸ , Vija Turulytė
Oxford DN	2nd	Opening Government	Lior SokolⒸ , Veda Nair
Yale-NUS We&#x27;re Both Asian We Swear	1st	Closing Government	Lior SokolⒸ , Veda Nair
BINUS A	4th	Closing Opposition	Lior SokolⒸ , Veda Nair
Cambridge HCI A	2nd	Opening Government	Theo DorfnerⒸ
HGHS no solvency	4th	Opening Opposition	Theo DorfnerⒸ
Seoul Somaek	1st	Closing Government	Theo DorfnerⒸ
Rosario A (Sloterdijk)	3rd	Closing Opposition	Theo DorfnerⒸ
