team	result	side	adjudicators
Reichman A	2nd	Closing Opposition	Kevin LeeⒸ , Mezen Lababidi
Oxford MF	1st	Opening Government	Auguste McNallyⒸ
NUS Pu Bor	3rd	Opening Opposition	Auguste McNallyⒸ
Monash D	4th	Closing Government	Auguste McNallyⒸ
NTU HO	2nd	Closing Opposition	Auguste McNallyⒸ
Tokyo Garden Dog	3rd	Opening Government	Liam UrbanⒸ , Tommy Koh
Yeonwoo and Salleh	2nd	Opening Opposition	Liam UrbanⒸ , Tommy Koh
Harvard BB	1st	Closing Government	Liam UrbanⒸ , Tommy Koh
Chicago HP	4th	Closing Opposition	Liam UrbanⒸ , Tommy Koh
Bucharest A(ustria&#x27;s immigration problem)	3rd	Opening Government	Zach Godley-McAvoyⒸ , Lucy McManus , Njuguna Macharia
Oxford KE	4th	Opening Opposition	Zach Godley-McAvoyⒸ , Lucy McManus , Njuguna Macharia
NUS LL	2nd	Closing Government	Zach Godley-McAvoyⒸ , Lucy McManus , Njuguna Macharia
St Andrews jasmine analysis: fragrant with a	1st	Closing Opposition	Zach Godley-McAvoyⒸ , Lucy McManus , Njuguna Macharia
Sofia A	2nd	Opening Government	Joseph LewisⒸ , Anqi Li
LSE A	1st	Opening Opposition	Joseph LewisⒸ , Anqi Li
Ateneo 1	3rd	Closing Government	Joseph LewisⒸ , Anqi Li
UPD Garcia &amp; Legaspi	4th	Closing Opposition	Joseph LewisⒸ , Anqi Li
NUS Boy Bawang	3rd	Opening Government	Mukhtar TashkenbayevⒸ , Youngwoo Park
UNWE A(ustria let us in Schengen pls)	2nd	Opening Opposition	Mukhtar TashkenbayevⒸ , Youngwoo Park
Started from mail-order brides now	1st	Closing Government	Mukhtar TashkenbayevⒸ , Youngwoo Park
Chicago GK	4th	Closing Opposition	Mukhtar TashkenbayevⒸ , Youngwoo Park
Palm	4th	Opening Government	Theo DorfnerⒸ
Manthan you&#x27;re on your own kid	3rd	Opening Opposition	Theo DorfnerⒸ
Chicago RJ	1st	Closing Government	Theo DorfnerⒸ
PUCP A	2nd	Closing Opposition	Theo DorfnerⒸ
Tokyo YT	4th	Opening Government	Narayan SharmaⒸ , Lucie Slamova , Owen Goodacre
Sydney Druce &amp; Kuo	1st	Opening Opposition	Narayan SharmaⒸ , Lucie Slamova , Owen Goodacre
Melbourne Bye, Melbourne Mini!	3rd	Closing Government	Narayan SharmaⒸ , Lucie Slamova , Owen Goodacre
HUJI It&#x27;s not new information it&#x27;s rest	2nd	Closing Opposition	Narayan SharmaⒸ , Lucie Slamova , Owen Goodacre
Melbourne B	1st	Opening Government	Ryosei KobayashiⒸ , Helena Hecke , Katharina Jansen
Cambridge Do You Know?	3rd	Opening Opposition	Ryosei KobayashiⒸ , Helena Hecke , Katharina Jansen
Harvard CH	2nd	Closing Government	Ryosei KobayashiⒸ , Helena Hecke , Katharina Jansen
Harvard no confidence in this case	4th	Closing Opposition	Ryosei KobayashiⒸ , Helena Hecke , Katharina Jansen
Nottingham Melodifestivalen Fan Club	4th	Opening Government	Marina KojićⒸ , Sam Penno
UNSW B	2nd	Opening Opposition	Marina KojićⒸ , Sam Penno
IUB Birdie Association	1st	Closing Government	Marina KojićⒸ , Sam Penno
Cambridge we dont know	3rd	Closing Opposition	Marina KojićⒸ , Sam Penno
Ghana Team Avatar	1st	Opening Government	Xinyu HuⒸ
UCLA Opinionators	2nd	Opening Opposition	Xinyu HuⒸ
Sofia B(	1st	Opening Government	Sher May NarⒸ , Joanna Rzempoluch
Seoul Somaek	4th	Opening Opposition	Sher May NarⒸ , Joanna Rzempoluch
Chicago JR	3rd	Closing Government	Sher May NarⒸ , Joanna Rzempoluch
Oxford AP	2nd	Closing Opposition	Sher May NarⒸ , Joanna Rzempoluch
Rosario A (Sloterdijk)	2nd	Opening Government	Leauren S. JiⒸ , Vija Turulytė
Munich Pēgasos	3rd	Opening Opposition	Leauren S. JiⒸ , Vija Turulytė
BINUS A	1st	Closing Government	Leauren S. JiⒸ , Vija Turulytė
Durham WE	4th	Closing Opposition	Leauren S. JiⒸ , Vija Turulytė
Chicago MP	4th	Opening Opposition	Ethan CurryⒸ , Chu Duc An
Cambridge HCI A	1st	Closing Government	Ethan CurryⒸ , Chu Duc An
Edinburgh Bunker vaping call that Enver Hoxh	2nd	Closing Opposition	Ethan CurryⒸ , Chu Duc An
Budapest A	4th	Closing Government	Xinyu HuⒸ
BUET C	3rd	Closing Opposition	Xinyu HuⒸ
Athens A	4th	Opening Government	Paolo TainoⒸ , V Sayiram
Mice In Our Walls	3rd	Opening Opposition	Paolo TainoⒸ , V Sayiram
Zagreb A	2nd	Closing Government	Paolo TainoⒸ , V Sayiram
TCD Phil A	1st	Closing Opposition	Paolo TainoⒸ , V Sayiram
LSE Finally prepping worlds with the r	1st	Opening Government	Pjotr KosterⒸ , Veda Nair
BJ A	3rd	Opening Opposition	Pjotr KosterⒸ , Veda Nair
DK Wien Vienna B	2nd	Closing Government	Pjotr KosterⒸ , Veda Nair
NTU SG	4th	Closing Opposition	Pjotr KosterⒸ , Veda Nair
Sydney Freeland and Bakker	3rd	Opening Government	Alex McCreadieⒸ , Andrew Chen , Mahesh R
Sydney B	1st	Opening Opposition	Alex McCreadieⒸ , Andrew Chen , Mahesh R
Dartmouth am i visible	2nd	Closing Government	Alex McCreadieⒸ , Andrew Chen , Mahesh R
Harvard LT	4th	Closing Opposition	Alex McCreadieⒸ , Andrew Chen , Mahesh R
De La Salle AA	2nd	Opening Government	Hadar GoldbergⒸ , Daniel Walsh
Oxford Epistemic Authority	3rd	Opening Opposition	Hadar GoldbergⒸ , Daniel Walsh
Yale-NUS We&#x27;re Both Asian We Swear	1st	Closing Government	Hadar GoldbergⒸ , Daniel Walsh
BUET No name cause our minds went blank	4th	Closing Opposition	Hadar GoldbergⒸ , Daniel Walsh
NUS Rise too high must fall	3rd	Opening Government	Shireen AliⒸ , Saleem Salisu
Imperial A	1st	Opening Opposition	Shireen AliⒸ , Saleem Salisu
Oxford DN	2nd	Closing Government	Shireen AliⒸ , Saleem Salisu
Monash Mutually Assured Destruction B	4th	Closing Opposition	Shireen AliⒸ , Saleem Salisu
TCD Hist A	2nd	Opening Government	Nathaniel YoonⒸ
Berlin A	3rd	Opening Opposition	Nathaniel YoonⒸ
qfin ppl	1st	Closing Government	Nathaniel YoonⒸ
NTU NL	4th	Closing Opposition	Nathaniel YoonⒸ
Technion not throwing the wolves to the wol	3rd	Opening Government	Ethan CurryⒸ , Chu Duc An
CEU	3rd	Opening Government	Pratham DikshitⒸ
BGU DNS	2nd	Opening Opposition	Pratham DikshitⒸ
Thammasat Fluffy Quokka	1st	Closing Government	Pratham DikshitⒸ
BGU strategic 4th	4th	Closing Opposition	Pratham DikshitⒸ
