team	result	side	adjudicators
IIT Bombay 2	3rd	Opening Government	Ryosei KobayashiⒸ , Eoin Connolly , Taichi Fukami
IIT Bombay twiceborn privileged enemies die t	2nd	Closing Opposition	LinseyⒸ , Mischa Watson , Wurdaan Kashif
IIT Bombay Jobless Big 4 Debaters	2nd	Opening Government	Enting LeeⒸ , Guyberli van Thuijl , Zihan TianⓉ
Erasmus The second try	3rd	Opening Opposition	Simon Christopher LuoⒸ , Anna Sawicka
1st comp pls be nice	2nd	Closing Opposition	Lior finkelmanⒸ , Yonatan klyiner
Literally Us	3rd	Opening Government	Lior finkelmanⒸ , Yonatan klyiner
Ehehe	4th	Closing Opposition	Ron LeizrowiceⒸ , Medhavini Singh , Omesh Dhar Dwivedi
Tejas Taught Us This	2nd	Closing Government	Ron LeizrowiceⒸ , Medhavini Singh , Omesh Dhar Dwivedi
Wittgenstein&#x27;s Poker	3rd	Closing Opposition	Lukas EigelisⒸ , Anusha Jain , Nivesh Aggarwal
Flash Delirium	2nd	Closing Government	Lukas EigelisⒸ , Anusha Jain , Nivesh Aggarwal
local Wangs	4th	Opening Opposition	Lukas EigelisⒸ , Anusha Jain , Nivesh Aggarwal
Swing A	1st	Opening Government	Lukas EigelisⒸ , Anusha Jain , Nivesh Aggarwal
The Yanks come back	4th	Closing Opposition	Daan SpacklerⒸ , Inbal Geva , Pascal Blaise Obeng
Ack I always suck at this (slowed	2nd	Opening Opposition	Daan SpacklerⒸ , Inbal Geva , Pascal Blaise Obeng
Floridaman stays up to do UTC+3 To	3rd	Closing Opposition	ChinmayaⒸ , Daniel Khlebnikov
Hottest bitches	2nd	Closing Government	ChinmayaⒸ , Daniel Khlebnikov
Fisher &amp; Falcon	4th	Opening Opposition	ChinmayaⒸ , Daniel Khlebnikov
Shrimps	1st	Closing Government	Ryosei KobayashiⒸ , Eoin Connolly , Taichi Fukami
Shanghai Chipmunks	4th	Opening Opposition	Ryosei KobayashiⒸ , Eoin Connolly , Taichi Fukami
Ghost of Akina	1st	Closing Government	Simon Christopher LuoⒸ , Anna Sawicka
Baek for Mor	2nd	Closing Opposition	Tamar Ben MeirⒸ , Prosper Michael Ametu , Shashwat Dash
Foucault sam ti mamu	1st	Opening Opposition	Tamar Ben MeirⒸ , Prosper Michael Ametu , Shashwat Dash
Hybrid ZJ	4th	Opening Government	Tamar Ben MeirⒸ , Prosper Michael Ametu , Shashwat Dash
memers and dreamers	3rd	Closing Government	LinseyⒸ , Mischa Watson , Wurdaan Kashif
We are not sinless, but we are rea	1st	Closing Government	Enting LeeⒸ , Guyberli van Thuijl , Zihan TianⓉ
We didn’t lose, we just went AWOL	3rd	Opening Opposition	Enting LeeⒸ , Guyberli van Thuijl , Zihan TianⓉ
Dung made you hear the case but he	2nd	Closing Opposition	Sharmila ParmanandⒸ , Amitai Wagner , Aymaan Sheikh
Naomi shrunk Maxwell	1st	Opening Opposition	Sharmila ParmanandⒸ , Amitai Wagner , Aymaan Sheikh
Danny and Dhruva	1st	Closing Opposition	Craig McDonaldⒸ , Daniela Williams , Oisin Browne
What says Odesa more than Jewish a	4th	Opening Opposition	Craig McDonaldⒸ , Daniela Williams , Oisin Browne
Bumpy CV Flatbreads	1st	Closing Opposition	Mukhtar TashkenbayevⒸ , Alishba Irfan , Kiel MirandillaⓉ
Not Again, Surely!	2nd	Opening Government	Mukhtar TashkenbayevⒸ , Alishba Irfan , Kiel MirandillaⓉ
