team	result	side	adjudicators
(UYII, COMSU)	3rd	Closing Opposition	Arghya Dev Biswas AryanⒸ , Chisato Hashima , Jirayu Leesuwatthanakul
UAA1	3rd	Opening Government	Jevon HenryⒸ , Avantika . , Pranav Kagalkar
Korea B	2nd	Opening Opposition	Jevon HenryⒸ , Avantika . , Pranav Kagalkar
Cornell 3	4th	Closing Government	Jevon HenryⒸ , Avantika . , Pranav Kagalkar
Edinburgh C	1st	Closing Opposition	Jevon HenryⒸ , Avantika . , Pranav Kagalkar
Oxford 2	4th	Opening Government	Connor “I need to go the fuck to sleep” O’BrienⒸ , Jacklin Kwan , Sebastián Ezeta
Yale 1	1st	Opening Opposition	Connor “I need to go the fuck to sleep” O’BrienⒸ , Jacklin Kwan , Sebastián Ezeta
HWS A	3rd	Closing Government	Connor “I need to go the fuck to sleep” O’BrienⒸ , Jacklin Kwan , Sebastián Ezeta
Auckland B	2nd	Closing Opposition	Connor “I need to go the fuck to sleep” O’BrienⒸ , Jacklin Kwan , Sebastián Ezeta
HKU A	3rd	Opening Government	Akshay  AkashⒸ , Odong Vincent , Raphael Opoku Kwasi
Team 1436	4th	Opening Opposition	Akshay  AkashⒸ , Odong Vincent , Raphael Opoku Kwasi
Venezuela 1	4th	Closing Government	Akshay  AkashⒸ , Odong Vincent , Raphael Opoku Kwasi
DAE1	2nd	Closing Opposition	Akshay  AkashⒸ , Odong Vincent , Raphael Opoku Kwasi
Sydney A	1st	Opening Government	Benji KalmanⒸ , Beatrice Cuizon , Jaleelah Ammar
Imperial 1	2nd	Opening Opposition	Benji KalmanⒸ , Beatrice Cuizon , Jaleelah Ammar
SEOUL 1	4th	Closing Government	Benji KalmanⒸ , Beatrice Cuizon , Jaleelah Ammar
LSE C	3rd	Closing Opposition	Benji KalmanⒸ , Beatrice Cuizon , Jaleelah Ammar
UWO S	4th	Opening Government	Juanita HincapiéⒸ , Naman Gupta , Samuel Johnson
De La Salle 2	1st	Opening Opposition	Juanita HincapiéⒸ , Naman Gupta , Samuel Johnson
Durham B	2nd	Closing Government	Juanita HincapiéⒸ , Naman Gupta , Samuel Johnson
JGU1	3rd	Closing Opposition	Juanita HincapiéⒸ , Naman Gupta , Samuel Johnson
W&amp;M 3	3rd	Opening Government	Emery TaylorⒸ , Muhammad Bakhtiar , Samuel Blackwood
UWODS 2	2nd	Opening Opposition	Emery TaylorⒸ , Muhammad Bakhtiar , Samuel Blackwood
ATMA 1	1st	Closing Government	Emery TaylorⒸ , Muhammad Bakhtiar , Samuel Blackwood
Strathmore A	4th	Closing Opposition	Emery TaylorⒸ , Muhammad Bakhtiar , Samuel Blackwood
NNU 1	2nd	Opening Government	Shruti DebⒸ , Diego Duarte , Lelícia Maria Teixeira Troian
PUP 1	4th	Opening Opposition	Shruti DebⒸ , Diego Duarte , Lelícia Maria Teixeira Troian
SUFE 1	3rd	Closing Government	Shruti DebⒸ , Diego Duarte , Lelícia Maria Teixeira Troian
UPLB B	1st	Closing Opposition	Shruti DebⒸ , Diego Duarte , Lelícia Maria Teixeira Troian
NUS B	2nd	Opening Government	Ruth SilcoffⒸ , Jonathan Tuliao , Oisín Browne
RML 1	3rd	Opening Opposition	Ruth SilcoffⒸ , Jonathan Tuliao , Oisín Browne
Technion A	4th	Closing Government	Ruth SilcoffⒸ , Jonathan Tuliao , Oisín Browne
Imperial 2	1st	Closing Opposition	Ruth SilcoffⒸ , Jonathan Tuliao , Oisín Browne
St Andrews A	3rd	Opening Government	Rohan GroverⒸ , Fiifi Buabeng-Baiden , Natalie Short
Korea D	1st	Opening Opposition	Rohan GroverⒸ , Fiifi Buabeng-Baiden , Natalie Short
USIU-A 1	4th	Closing Government	Rohan GroverⒸ , Fiifi Buabeng-Baiden , Natalie Short
IIUM 4	2nd	Closing Opposition	Rohan GroverⒸ , Fiifi Buabeng-Baiden , Natalie Short
KOREA C	4th	Opening Government	Srishti Krishnamoorthy-CavellⒸ , Ethan Franz Cueva , Kayque dos Santos
Malaya 1	2nd	Opening Opposition	Srishti Krishnamoorthy-CavellⒸ , Ethan Franz Cueva , Kayque dos Santos
W&amp;M 2	3rd	Closing Government	Srishti Krishnamoorthy-CavellⒸ , Ethan Franz Cueva , Kayque dos Santos
SolBridge 2	1st	Closing Opposition	Srishti Krishnamoorthy-CavellⒸ , Ethan Franz Cueva , Kayque dos Santos
FUTO A	4th	Opening Government	Vladimira ŠuflajⒸ , Benjamin Diskin , Samia Tabassum  Nidhi
Chula 1	2nd	Opening Opposition	Vladimira ŠuflajⒸ , Benjamin Diskin , Samia Tabassum  Nidhi
UVM 1	3rd	Closing Government	Vladimira ŠuflajⒸ , Benjamin Diskin , Samia Tabassum  Nidhi
IIUM 3	1st	Closing Opposition	Vladimira ŠuflajⒸ , Benjamin Diskin , Samia Tabassum  Nidhi
BUET B	2nd	Opening Government	Sameer ShaikhⒸ , Baljeetkaur Bhaund , Osborn Agyei
UFMG 2	4th	Opening Opposition	Sameer ShaikhⒸ , Baljeetkaur Bhaund , Osborn Agyei
KC 2	1st	Closing Government	Sameer ShaikhⒸ , Baljeetkaur Bhaund , Osborn Agyei
IITB 2	3rd	Closing Opposition	Sameer ShaikhⒸ , Baljeetkaur Bhaund , Osborn Agyei
Aberdeen DW	2nd	Opening Government	Elaye KarstadtⒸ , Keerthivasan Srinivasan , Sowmya Srinivasan
SXUK	1st	Opening Opposition	Elaye KarstadtⒸ , Keerthivasan Srinivasan , Sowmya Srinivasan
Unhas 1	4th	Closing Government	Elaye KarstadtⒸ , Keerthivasan Srinivasan , Sowmya Srinivasan
Team 1120	3rd	Closing Opposition	Elaye KarstadtⒸ , Keerthivasan Srinivasan , Sowmya Srinivasan
NTU 3	3rd	Opening Government	Uphie AbdurrahmanⒸ , Rody Visotski , Syauqi Shuhaimi
Zagreb C	2nd	Opening Opposition	Uphie AbdurrahmanⒸ , Rody Visotski , Syauqi Shuhaimi
UCD L&amp;H A	4th	Closing Government	Uphie AbdurrahmanⒸ , Rody Visotski , Syauqi Shuhaimi
GUU A	1st	Closing Opposition	Uphie AbdurrahmanⒸ , Rody Visotski , Syauqi Shuhaimi
UENR 2	2nd	Opening Government	Uzair  TajuddinⒸ , Polina Pashintceva , Shayne Alvarez
KNUST A	1st	Opening Opposition	Uzair  TajuddinⒸ , Polina Pashintceva , Shayne Alvarez
KU 1	4th	Closing Government	Uzair  TajuddinⒸ , Polina Pashintceva , Shayne Alvarez
ETH A	3rd	Closing Opposition	Uzair  TajuddinⒸ , Polina Pashintceva , Shayne Alvarez
Sydney D	3rd	Opening Government	Teck Wei “Within the debate” TanⒸ , Pragyan Acharya , TAOYANG LIU
Sydney B	2nd	Opening Opposition	Teck Wei “Within the debate” TanⒸ , Pragyan Acharya , TAOYANG LIU
TCD Hist 3	4th	Closing Government	Teck Wei “Within the debate” TanⒸ , Pragyan Acharya , TAOYANG LIU
ADMU 3	1st	Closing Opposition	Teck Wei “Within the debate” TanⒸ , Pragyan Acharya , TAOYANG LIU
MAD 1	2nd	Opening Government	Katharina Margareta JansenⒸ , Aditya Kumar , Jihee Yun
CUHK C	3rd	Opening Opposition	Katharina Margareta JansenⒸ , Aditya Kumar , Jihee Yun
GUU B	4th	Closing Government	Katharina Margareta JansenⒸ , Aditya Kumar , Jihee Yun
Bates 1	1st	Closing Opposition	Katharina Margareta JansenⒸ , Aditya Kumar , Jihee Yun
NLUD A	3rd	Opening Government	Abhishek AcharyaⒸ , Abdulazis Alando , Travis Barton
Kyiv A	2nd	Opening Opposition	Abhishek AcharyaⒸ , Abdulazis Alando , Travis Barton
KCL B	1st	Closing Government	Abhishek AcharyaⒸ , Abdulazis Alando , Travis Barton
DTU	4th	Closing Opposition	Abhishek AcharyaⒸ , Abdulazis Alando , Travis Barton
Covenant 1	4th	Opening Government	Ido KotlerⒸ , Ashley Costa , Siddharth Soneja
UBC1	1st	Opening Opposition	Ido KotlerⒸ , Ashley Costa , Siddharth Soneja
MAD 4	2nd	Closing Government	Ido KotlerⒸ , Ashley Costa , Siddharth Soneja
ACG 1	3rd	Closing Opposition	Ido KotlerⒸ , Ashley Costa , Siddharth Soneja
ITB 1	4th	Opening Government	Robert BarrieⒸ , Paolo  Taino , Qudus Ajibade  Adeyemi
SDS 1	1st	Opening Opposition	Robert BarrieⒸ , Paolo  Taino , Qudus Ajibade  Adeyemi
UGM C	2nd	Closing Government	Robert BarrieⒸ , Paolo  Taino , Qudus Ajibade  Adeyemi
UPT 1	3rd	Closing Opposition	Robert BarrieⒸ , Paolo  Taino , Qudus Ajibade  Adeyemi
UADS 2	3rd	Opening Government	Roy SchulmanⒸ , Josef Florendo , Sharath Nambiar
UWODS 1	2nd	Opening Opposition	Roy SchulmanⒸ , Josef Florendo , Sharath Nambiar
Leiden B	4th	Closing Government	Roy SchulmanⒸ , Josef Florendo , Sharath Nambiar
UPD 1	1st	Closing Opposition	Roy SchulmanⒸ , Josef Florendo , Sharath Nambiar
Cambridge FM	2nd	Opening Government	Tawfique ElahiⒸ , Fedora Daga , Jessika Peixoto
YUU3	3rd	Opening Opposition	Tawfique ElahiⒸ , Fedora Daga , Jessika Peixoto
NTUEDS 1	1st	Closing Government	Tawfique ElahiⒸ , Fedora Daga , Jessika Peixoto
Team 1295	4th	Closing Opposition	Tawfique ElahiⒸ , Fedora Daga , Jessika Peixoto
Chicago C	1st	Opening Government	Aisha O&#x27;MalleyⒸ , Ajay  Raul , Farley Bermeo
SIU	2nd	Opening Opposition	Aisha O&#x27;MalleyⒸ , Ajay  Raul , Farley Bermeo
RUC 1	4th	Closing Government	Aisha O&#x27;MalleyⒸ , Ajay  Raul , Farley Bermeo
SMU B	3rd	Closing Opposition	Aisha O&#x27;MalleyⒸ , Ajay  Raul , Farley Bermeo
Brown B	3rd	Opening Government	Tom ManorⒸ , Hamzah Mahmood
CU A	2nd	Opening Opposition	Tom ManorⒸ , Hamzah Mahmood
BUET A	4th	Closing Government	Tom ManorⒸ , Hamzah Mahmood
Wits 1	1st	Closing Opposition	Tom ManorⒸ , Hamzah Mahmood
ASET	3rd	Opening Government	Amichay Even ChenⒸ , Aoileann  Ní Mhurchú , Jun Ming Goh
McGill B	1st	Opening Opposition	Amichay Even ChenⒸ , Aoileann  Ní Mhurchú , Jun Ming Goh
ANU B	2nd	Closing Government	Amichay Even ChenⒸ , Aoileann  Ní Mhurchú , Jun Ming Goh
NLU A	4th	Closing Opposition	Amichay Even ChenⒸ , Aoileann  Ní Mhurchú , Jun Ming Goh
ABSU GM	2nd	Opening Government	Djordje JovicevicⒸ , Lelan Hu , Reut Ginat
MUDS B	1st	Opening Opposition	Djordje JovicevicⒸ , Lelan Hu , Reut Ginat
HKU 3	4th	Closing Government	Djordje JovicevicⒸ , Lelan Hu , Reut Ginat
UNTAD	3rd	Closing Opposition	Djordje JovicevicⒸ , Lelan Hu , Reut Ginat
UNSW A	2nd	Opening Government	Nicolas LozanoⒸ , Kanika Kaur , Simon Luo
Canada West - SFU Crew	4th	Opening Opposition	Nicolas LozanoⒸ , Kanika Kaur , Simon Luo
Monash 2	1st	Closing Government	Nicolas LozanoⒸ , Kanika Kaur , Simon Luo
Phil A	3rd	Closing Opposition	Nicolas LozanoⒸ , Kanika Kaur , Simon Luo
BRAC 2	3rd	Opening Government	Brent SchmidtⒸ , Lucy McManus , Umbar Sandhu
Split A	4th	Opening Opposition	Brent SchmidtⒸ , Lucy McManus , Umbar Sandhu
NU A	2nd	Closing Government	Brent SchmidtⒸ , Lucy McManus , Umbar Sandhu
Ghana 1	1st	Closing Opposition	Brent SchmidtⒸ , Lucy McManus , Umbar Sandhu
DBC	3rd	Opening Government	Umar BuckusⒸ , Ela Jurko , Neo Wei Sheng
BDU 2	1st	Opening Opposition	Umar BuckusⒸ , Ela Jurko , Neo Wei Sheng
Chicago A	4th	Closing Government	Umar BuckusⒸ , Ela Jurko , Neo Wei Sheng
TAU 1	2nd	Closing Opposition	Umar BuckusⒸ , Ela Jurko , Neo Wei Sheng
DUDU 1	3rd	Opening Government	Peter WuⒸ , Aaron Wang , ZEFROON AFSARY
YUU1	1st	Opening Opposition	Peter WuⒸ , Aaron Wang , ZEFROON AFSARY
St Andrews B	4th	Closing Government	Peter WuⒸ , Aaron Wang , ZEFROON AFSARY
CUHK B	2nd	Closing Opposition	Peter WuⒸ , Aaron Wang , ZEFROON AFSARY
USU C	3rd	Opening Government	Udai KamathⒸ , Adjudicator 283 , Judah Purwanto
JHU B	2nd	Opening Opposition	Udai KamathⒸ , Adjudicator 283 , Judah Purwanto
Leiden A	4th	Closing Government	Udai KamathⒸ , Adjudicator 283 , Judah Purwanto
Princeton B	1st	Closing Opposition	Udai KamathⒸ , Adjudicator 283 , Judah Purwanto
NU Q	2nd	Opening Government	Hadar GoldbergⒸ , Ken  Tieu , Matthew Fricker
BITS Goa 1	3rd	Opening Opposition	Hadar GoldbergⒸ , Ken  Tieu , Matthew Fricker
BRAC 1	4th	Closing Government	Hadar GoldbergⒸ , Ken  Tieu , Matthew Fricker
Durham A	1st	Closing Opposition	Hadar GoldbergⒸ , Ken  Tieu , Matthew Fricker
NTU 1	1st	Opening Government	Tanvir ShahriarⒸ , Mohamad Yahia Sammouneh , Prateek Sharma
UofK B	3rd	Opening Opposition	Tanvir ShahriarⒸ , Mohamad Yahia Sammouneh , Prateek Sharma
FGV 1	4th	Closing Government	Tanvir ShahriarⒸ , Mohamad Yahia Sammouneh , Prateek Sharma
AUEB A	2nd	Closing Opposition	Tanvir ShahriarⒸ , Mohamad Yahia Sammouneh , Prateek Sharma
Tokyo B	2nd	Opening Government	Noluthando HononoⒸ , Michelle  Hu , Rok Hafner
Vassar 1	4th	Opening Opposition	Noluthando HononoⒸ , Michelle  Hu , Rok Hafner
Must 1	3rd	Closing Government	Noluthando HononoⒸ , Michelle  Hu , Rok Hafner
SLCU 1	1st	Closing Opposition	Noluthando HononoⒸ , Michelle  Hu , Rok Hafner
Chittagong A	4th	Opening Government	Patrick CowleyⒸ , André Carvalho , Shruti Poddar
Aberdeen BF	3rd	Opening Opposition	Patrick CowleyⒸ , André Carvalho , Shruti Poddar
UGM A	1st	Closing Government	Patrick CowleyⒸ , André Carvalho , Shruti Poddar
HWS B	2nd	Closing Opposition	Patrick CowleyⒸ , André Carvalho , Shruti Poddar
SdDUFC 1	4th	Opening Government	Jisung  JangⒸ , Matthew  Midlane , Wesoamo Zempare
UVIC 1	1st	Opening Opposition	Jisung  JangⒸ , Matthew  Midlane , Wesoamo Zempare
USFQ A	3rd	Closing Government	Jisung  JangⒸ , Matthew  Midlane , Wesoamo Zempare
YUU2	2nd	Closing Opposition	Jisung  JangⒸ , Matthew  Midlane , Wesoamo Zempare
Vellore A	4th	Opening Government	Shudipto R. AhmedⒸ , Tim Gamez , Youngsun Shin
JHU A	1st	Opening Opposition	Shudipto R. AhmedⒸ , Tim Gamez , Youngsun Shin
LSE D	3rd	Closing Government	Shudipto R. AhmedⒸ , Tim Gamez , Youngsun Shin
Sheffield A	2nd	Closing Opposition	Shudipto R. AhmedⒸ , Tim Gamez , Youngsun Shin
TCD HIST B	4th	Opening Government	Sajid KhandakerⒸ , Lawrence Neequaye , Nimaya Harris
Hart House C	2nd	Opening Opposition	Sajid KhandakerⒸ , Lawrence Neequaye , Nimaya Harris
Harvard B	1st	Closing Government	Sajid KhandakerⒸ , Lawrence Neequaye , Nimaya Harris
UST 1	3rd	Closing Opposition	Sajid KhandakerⒸ , Lawrence Neequaye , Nimaya Harris
Chicago B	2nd	Opening Government	Njuguna  MachariaⒸ , Einsteine Veliyanka , Matthew Pernes
Cambridge A	3rd	Opening Opposition	Njuguna  MachariaⒸ , Einsteine Veliyanka , Matthew Pernes
Princeton A	1st	Closing Government	Njuguna  MachariaⒸ , Einsteine Veliyanka , Matthew Pernes
Habib A	4th	Closing Opposition	Njuguna  MachariaⒸ , Einsteine Veliyanka , Matthew Pernes
IUB 1	4th	Opening Government	Rosy RajⒸ , Bernardo Lacastagneratte , Tunan Rahman
Yale 3	3rd	Opening Opposition	Rosy RajⒸ , Bernardo Lacastagneratte , Tunan Rahman
QDU B	1st	Closing Government	Rosy RajⒸ , Bernardo Lacastagneratte , Tunan Rahman
Indonesia 1	2nd	Closing Opposition	Rosy RajⒸ , Bernardo Lacastagneratte , Tunan Rahman
NUJS 1	3rd	Opening Government	Ryosuke  YoshidaⒸ , Minseob Lee , Rahul Datta
KNUST C	2nd	Opening Opposition	Ryosuke  YoshidaⒸ , Minseob Lee , Rahul Datta
TEC CEM 1	1st	Closing Government	Ryosuke  YoshidaⒸ , Minseob Lee , Rahul Datta
IHU A	4th	Closing Opposition	Ryosuke  YoshidaⒸ , Minseob Lee , Rahul Datta
Stanford 1	2nd	Opening Government	Yarn ShihⒸ , June Olu , Leslie Douglas
Rosario B	3rd	Opening Opposition	Yarn ShihⒸ , June Olu , Leslie Douglas
Haifa A	1st	Closing Government	Yarn ShihⒸ , June Olu , Leslie Douglas
Indonesia 4	4th	Closing Opposition	Yarn ShihⒸ , June Olu , Leslie Douglas
UNAL A	1st	Opening Government	Matt AydinⒸ , Juan Triviño , Matko Dujmović , Stephanie Werner
PKU 3	2nd	Opening Opposition	Matt AydinⒸ , Juan Triviño , Matko Dujmović , Stephanie Werner
UNTAR	3rd	Closing Government	Matt AydinⒸ , Juan Triviño , Matko Dujmović , Stephanie Werner
UFRN 1	4th	Closing Opposition	Matt AydinⒸ , Juan Triviño , Matko Dujmović , Stephanie Werner
Ateneo de Manila 1	1st	Opening Government	Enting LeeⒸ , Alex Lovell , Germaine Barrett Barrett
Zagreb A	2nd	Opening Opposition	Enting LeeⒸ , Alex Lovell , Germaine Barrett Barrett
McGill A	4th	Closing Government	Enting LeeⒸ , Alex Lovell , Germaine Barrett Barrett
MQU A	3rd	Closing Opposition	Enting LeeⒸ , Alex Lovell , Germaine Barrett Barrett
UCL A	4th	Opening Government	Eric KazadiⒸ , Jacky Chai , Lydia Vlasto
Malaya 2	2nd	Opening Opposition	Eric KazadiⒸ , Jacky Chai , Lydia Vlasto
